Date,GLD,SLV,USD_INR,DXY,USO,SPX,CPI,Rate,EUR_USD,VIX,Month
2022-01-31,1911.71,24.38,79.01,96.08,48.52,4355.83,2.91,2.06,1.1266,17.82,1
2022-02-01,1911.5,24.6,78.78,93.66,49.46,4413.08,2.86,2.05,1.1238,14.46,2
2022-02-02,1911.67,24.78,79.28,95.85,47.87,4351.15,2.82,2.1,1.1261,11.52,2
2022-02-03,1913.51,24.63,78.81,94.26,46.77,4397.32,2.84,2.02,1.1249,20.05,2
2022-02-04,1913.08,23.99,78.68,94.68,49.4,4424.0,2.93,2.05,1.1245,18.99,2
2022-02-07,1918.18,25.3,79.16,94.53,45.63,4334.64,2.81,2.2,1.147,15.42,2
2022-02-08,1916.36,25.42,79.34,94.05,48.17,4392.75,2.85,2.12,1.1192,22.1,2
2022-02-09,1916.79,25.18,78.58,95.36,45.4,4384.1,2.96,2.06,1.1294,16.31,2
2022-02-10,1916.38,24.46,78.89,94.67,46.72,4382.04,3.12,2.12,1.1153,17.46,2
2022-02-11,1921.98,24.91,78.4,94.18,45.51,4416.76,2.95,2.12,1.1279,17.93,2
2022-02-14,1923.55,25.0,77.69,93.52,45.52,4440.92,2.84,2.14,1.1294,16.6,2
2022-02-15,1927.76,25.3,79.05,93.84,44.77,4405.4,2.88,2.09,1.1236,18.94,2
2022-02-16,1923.89,25.28,79.27,93.24,48.13,4417.66,2.92,2.14,1.1367,22.61,2
2022-02-17,1925.61,24.74,79.11,94.56,43.89,4417.03,2.89,1.99,1.1112,13.43,2
2022-02-18,1929.28,25.11,78.01,93.59,43.8,4415.75,2.99,2.04,1.1151,19.95,2
2022-02-21,1930.35,25.28,78.82,94.33,49.46,4385.12,2.94,2.1,1.1221,18.69,2
2022-02-22,1934.53,25.73,77.9,95.64,47.11,4453.15,2.99,2.11,1.1288,18.62,2
2022-02-23,1933.62,25.42,79.7,95.5,40.34,4430.86,2.89,2.04,1.1218,21.49,2
2022-02-24,1938.85,25.52,78.49,94.51,43.94,4435.95,3.03,2.1,1.1329,18.2,2
2022-02-25,1946.9,25.34,79.67,94.46,41.42,4402.0,2.91,2.06,1.1134,19.92,2
2022-02-28,1946.4,25.87,79.53,96.03,43.12,4414.52,2.85,2.07,1.1086,20.86,2
2022-03-01,1945.61,25.46,78.61,94.94,38.73,4425.12,3.1,2.14,1.1231,15.98,3
2022-03-02,1950.86,25.02,78.51,94.26,44.73,4386.48,2.78,2.13,1.1192,19.2,3
2022-03-03,1956.5,26.0,79.26,93.38,42.72,4383.96,2.87,2.04,1.1254,17.0,3
2022-03-04,1955.38,25.7,78.67,94.83,45.14,4418.68,2.88,2.03,1.1197,17.47,3
2022-03-07,1954.56,25.23,79.16,95.18,41.79,4454.48,3.13,2.07,1.1166,16.71,3
2022-03-08,1954.15,25.21,78.88,94.01,45.24,4421.31,3.07,2.08,1.1193,19.88,3
2022-03-09,1950.32,25.47,78.24,94.74,44.28,4412.44,3.05,2.05,1.1203,18.33,3
2022-03-10,1947.82,25.51,78.03,94.22,48.16,4420.66,2.9,2.14,1.117,19.58,3
2022-03-11,1945.02,25.36,79.27,94.36,48.04,4433.54,3.13,2.1,1.118,17.93,3
2022-03-14,1942.96,25.38,78.88,92.51,46.85,4438.68,2.96,2.1,1.116,11.58,3
2022-03-15,1943.21,25.94,78.9,94.32,44.7,4516.37,3.01,2.02,1.1286,18.13,3
2022-03-16,1944.3,25.7,79.53,95.27,49.41,4485.14,2.95,2.14,1.1219,18.25,3
2022-03-17,1949.57,25.42,79.78,93.99,42.42,4486.34,2.93,1.94,1.1426,18.97,3
2022-03-18,1946.66,25.68,79.07,94.53,42.82,4492.76,2.92,2.12,1.1216,15.63,3
2022-03-21,1950.07,24.94,79.05,93.88,45.57,4429.84,2.92,2.13,1.1145,13.22,3
2022-03-22,1949.62,25.5,79.48,94.77,50.36,4425.23,2.99,2.06,1.1467,20.5,3
2022-03-23,1949.67,26.07,78.56,94.31,45.57,4430.79,2.97,2.14,1.1241,16.91,3
2022-03-24,1952.02,25.29,79.36,93.73,45.75,4506.14,2.94,2.08,1.1299,18.68,3
2022-03-25,1948.59,24.99,79.54,95.54,43.37,4451.78,3.06,2.08,1.1259,16.87,3
2022-03-28,1949.95,25.09,79.61,95.21,48.3,4432.76,2.71,2.1,1.1262,17.98,3
2022-03-29,1950.6,24.92,78.32,93.98,48.47,4459.47,2.98,2.24,1.1254,16.2,3
2022-03-30,1952.27,25.07,78.91,94.86,48.31,4467.34,3.0,2.14,1.109,14.13,3
2022-03-31,1953.27,25.24,78.87,94.89,45.65,4484.65,3.04,2.11,1.1237,19.89,3
2022-04-01,1961.18,24.93,79.37,94.97,45.67,4486.23,2.94,2.03,1.1068,15.59,4
2022-04-04,1959.16,25.48,79.57,93.1,44.69,4455.95,2.96,2.08,1.1183,18.66,4
2022-04-05,1957.47,25.81,80.09,95.26,47.64,4503.47,3.03,2.03,1.1127,19.64,4
2022-04-06,1955.46,25.06,79.1,93.99,45.52,4465.82,3.07,2.12,1.1236,15.65,4
2022-04-07,1953.65,26.01,79.11,94.16,45.54,4482.41,2.93,2.08,1.1233,13.18,4
2022-04-08,1951.56,25.57,79.95,96.55,47.27,4509.8,2.97,2.02,1.1248,27.7,4
2022-04-11,1955.29,25.83,79.53,94.68,47.36,4472.05,3.09,2.08,1.1229,15.89,4
2022-04-12,1959.75,25.21,80.03,94.13,47.5,4476.32,2.78,2.03,1.1139,20.49,4
2022-04-13,1957.81,25.79,79.55,92.67,49.75,4513.25,2.9,2.08,1.1174,25.76,4
2022-04-14,1955.02,24.98,78.84,95.54,49.23,4471.87,3.07,2.03,1.1292,21.16,4
2022-04-15,1956.39,25.79,78.76,93.35,48.75,4488.16,3.04,2.07,1.1307,16.8,4
2022-04-18,1954.46,25.48,78.66,93.62,49.96,4518.47,3.0,2.11,1.1085,17.73,4
2022-04-19,1956.31,25.65,79.78,94.16,47.88,4565.52,2.92,2.07,1.1047,14.67,4
2022-04-20,1956.77,24.97,80.05,95.55,50.35,4524.16,2.89,2.05,1.1127,21.53,4
2022-04-21,1951.72,25.01,80.4,95.04,50.72,4522.28,2.91,2.08,1.1305,20.27,4
2022-04-22,1956.45,25.67,79.9,94.29,47.7,4526.12,3.09,2.1,1.1321,15.94,4
2022-04-25,1961.97,25.13,80.07,94.66,53.0,4480.1,2.91,2.01,1.1108,13.83,4
2022-04-26,1959.76,25.66,79.21,93.93,49.55,4517.87,2.97,2.08,1.1231,12.72,4
2022-04-27,1958.26,24.91,78.94,94.52,51.8,4515.61,2.9,2.13,1.1383,21.95,4
2022-04-28,1958.91,25.81,79.95,94.46,54.26,4528.25,3.03,2.1,1.1242,18.48,4
2022-04-29,1959.7,24.98,79.75,95.17,54.1,4524.2,2.92,2.07,1.1342,18.86,4
2022-05-02,1961.52,25.72,79.6,95.17,52.65,4534.19,2.96,2.1,1.13,14.71,5
2022-05-03,1967.65,25.83,79.75,94.79,52.18,4515.56,2.83,2.09,1.1109,12.15,5
2022-05-04,1966.78,25.29,79.73,94.1,55.14,4528.76,2.84,2.1,1.1181,21.85,5
2022-05-05,1963.91,25.76,80.22,94.98,54.94,4492.27,2.97,1.96,1.1203,18.17,5
2022-05-06,1959.17,25.57,80.24,94.31,52.7,4521.6,2.87,1.99,1.121,21.63,5
2022-05-09,1956.5,25.22,79.88,93.52,52.69,4575.03,3.14,2.11,1.1292,16.46,5
2022-05-10,1956.06,25.03,80.04,94.06,50.49,4544.96,2.81,1.99,1.1241,17.05,5
2022-05-11,1961.46,24.71,79.88,94.44,55.31,4536.87,2.91,2.08,1.0906,20.85,5
2022-05-12,1959.45,25.61,79.41,95.1,55.2,4596.48,2.98,2.04,1.1069,20.93,5
2022-05-13,1959.82,24.85,80.03,94.22,58.01,4500.87,2.95,2.01,1.0981,21.19,5
2022-05-16,1959.41,25.51,78.96,93.4,56.83,4510.52,2.89,2.08,1.1218,16.82,5
2022-05-17,1962.86,25.41,80.2,94.41,59.15,4597.28,2.9,2.07,1.1224,20.46,5
2022-05-18,1970.58,25.89,79.08,94.45,55.47,4549.38,2.9,2.17,1.1228,22.44,5
2022-05-19,1968.52,25.47,79.83,94.51,59.53,4542.82,2.96,2.03,1.1104,17.58,5
2022-05-20,1966.6,25.43,79.28,95.09,56.58,4516.22,3.14,2.13,1.1267,15.95,5
2022-05-23,1969.58,25.9,79.99,95.17,59.58,4567.73,2.99,2.08,1.1272,23.37,5
2022-05-24,1971.4,25.76,79.71,93.87,55.51,4572.73,3.08,2.02,1.1074,15.38,5
2022-05-25,1976.95,25.83,78.94,93.85,59.29,4525.67,3.03,2.1,1.1053,20.52,5
2022-05-26,1978.46,25.91,79.96,93.51,55.25,4556.39,3.08,2.09,1.12,17.77,5
2022-05-27,1976.95,25.09,79.47,94.9,59.09,4552.63,2.76,2.06,1.1379,10.63,5
2022-05-30,1978.49,26.02,80.21,95.5,60.91,4572.48,2.96,2.07,1.137,22.51,5
2022-05-31,1981.69,26.01,79.78,94.08,59.39,4533.32,3.09,2.03,1.1256,6.97,5
2022-06-01,1983.97,25.38,79.99,94.14,58.74,4606.56,2.94,2.01,1.1127,10.06,6
2022-06-02,1985.26,25.71,79.32,95.5,62.94,4598.57,3.13,2.09,1.1289,20.11,6
2022-06-03,1988.34,25.83,79.52,94.73,61.46,4562.3,3.11,2.04,1.1155,20.11,6
2022-06-06,1991.76,25.84,79.59,94.67,61.1,4568.81,2.96,2.05,1.1123,15.45,6
2022-06-07,1995.87,26.08,80.26,93.37,62.58,4573.31,2.95,2.07,1.0986,18.59,6
2022-06-08,1997.64,26.54,80.68,94.86,68.18,4556.15,2.91,2.07,1.121,7.87,6
2022-06-09,1996.8,26.39,79.45,93.57,65.63,4568.3,2.95,1.98,1.1137,20.83,6
2022-06-10,1996.98,25.44,80.41,93.4,66.07,4575.59,2.9,2.12,1.121,19.0,6
2022-06-13,2000.56,26.26,78.79,94.03,65.03,4634.19,3.03,2.06,1.097,17.82,6
2022-06-14,1997.68,26.5,79.29,93.83,64.91,4616.3,2.88,2.04,1.1217,18.08,6
2022-06-15,1998.6,26.14,79.42,94.12,60.21,4618.04,3.05,2.07,1.0957,19.97,6
2022-06-16,1997.1,26.4,79.23,93.14,64.06,4603.2,3.05,2.06,1.1309,17.88,6
2022-06-17,1996.96,26.77,79.13,95.06,64.88,4560.68,2.87,2.09,1.1252,10.5,6
2022-06-20,2000.83,26.42,80.14,95.19,62.51,4595.06,3.13,2.08,1.1172,26.79,6
2022-06-21,2001.24,26.12,79.84,92.73,64.36,4627.51,3.05,2.08,1.1256,22.8,6
2022-06-22,2001.2,26.43,80.14,95.07,63.13,4562.75,3.06,2.12,1.1102,12.86,6
2022-06-23,1996.67,26.01,80.31,93.63,67.43,4621.7,2.95,2.09,1.1207,16.62,6
2022-06-24,1998.9,26.0,80.11,94.96,69.56,4674.38,3.06,2.04,1.1279,17.06,6
2022-06-27,2000.82,25.87,80.32,94.22,70.55,4638.65,3.1,1.99,1.0891,22.32,6
2022-06-28,2007.62,26.72,79.96,94.3,69.58,4651.32,3.0,2.13,1.1155,9.36,6
2022-06-29,2006.53,25.76,79.42,94.12,67.23,4617.55,3.17,2.03,1.1198,16.0,6
2022-06-30,2007.14,26.71,80.55,95.24,65.7,4642.14,3.01,2.02,1.118,10.96,6
2022-07-01,2007.86,26.3,79.74,93.27,66.46,4593.66,3.1,1.96,1.1346,16.86,7
2022-07-04,2012.86,25.61,79.58,94.75,67.84,4641.18,3.04,2.06,1.1088,16.11,7
2022-07-05,2012.52,26.31,79.97,95.14,69.0,4639.03,3.06,2.05,1.1138,18.32,7
2022-07-06,2013.4,25.33,79.61,94.83,70.86,4630.2,2.88,1.97,1.1008,15.58,7
2022-07-07,2015.35,26.45,79.87,96.11,69.55,4663.08,3.05,2.06,1.1351,15.0,7
2022-07-08,2015.98,26.56,80.26,93.83,72.65,4609.54,2.96,2.02,1.1175,20.48,7
2022-07-11,2014.6,25.95,80.27,95.01,71.9,4622.19,2.95,2.18,1.1156,19.82,7
2022-07-12,2015.29,26.25,79.66,94.16,72.77,4632.76,3.16,2.01,1.1195,20.21,7
2022-07-13,2018.82,27.03,79.88,95.23,75.42,4601.11,3.0,2.02,1.1264,17.29,7
2022-07-14,2015.65,26.0,80.67,94.23,71.16,4640.91,2.94,2.0,1.1235,15.71,7
2022-07-15,2016.22,25.79,80.39,93.92,74.73,4584.63,2.99,2.1,1.1465,17.52,7
2022-07-18,2014.14,26.78,81.19,95.28,74.24,4669.71,2.92,2.02,1.1245,20.0,7
2022-07-19,2018.15,27.02,80.75,93.83,73.97,4641.8,3.14,2.0,1.1153,9.29,7
2022-07-20,2013.49,26.18,80.75,93.09,76.77,4626.87,2.97,2.07,1.1144,19.58,7
2022-07-21,2011.94,26.56,79.49,93.81,77.12,4619.57,3.07,1.97,1.1161,19.24,7
2022-07-22,2013.4,26.71,80.58,94.71,73.82,4639.66,3.14,2.07,1.105,18.25,7
2022-07-25,2018.7,25.95,80.18,95.33,75.7,4669.45,2.99,2.13,1.1204,17.4,7
2022-07-26,2018.8,26.05,79.94,94.3,76.98,4667.33,3.07,2.06,1.1278,7.74,7
2022-07-27,2017.36,26.72,80.31,95.26,76.21,4631.83,2.95,2.07,1.1139,16.24,7
2022-07-28,2023.74,26.98,80.71,93.12,78.26,4629.72,3.23,2.08,1.1119,25.16,7
2022-07-29,2019.5,26.48,80.5,93.85,77.99,4676.91,3.11,2.12,1.1352,18.05,7
2022-08-01,2012.88,25.82,79.82,93.97,81.41,4637.63,3.02,2.09,1.1057,16.77,8
2022-08-02,2014.73,26.99,80.65,94.11,75.01,4663.2,2.97,2.05,1.0993,18.07,8
2022-08-03,2013.59,25.96,79.97,94.26,78.14,4667.21,3.03,2.08,1.1085,19.42,8
2022-08-04,2010.82,26.01,80.4,94.74,76.87,4674.96,3.01,1.99,1.1046,20.64,8
2022-08-05,2013.61,26.31,80.16,93.83,80.2,4693.45,3.19,2.07,1.1239,17.08,8
2022-08-08,2014.94,26.82,80.21,94.3,76.06,4631.91,2.94,1.98,1.1164,19.7,8
2022-08-09,2013.72,26.52,80.71,94.15,80.27,4614.57,3.05,2.01,1.1178,24.71,8
2022-08-10,2010.23,26.3,79.82,93.44,78.6,4656.98,3.04,1.88,1.1315,22.03,8
2022-08-11,2013.65,26.36,81.32,94.09,78.67,4730.15,3.03,2.05,1.1131,27.36,8
2022-08-12,2016.4,26.23,79.45,94.06,77.52,4738.87,3.03,2.0,1.1278,15.37,8
2022-08-15,2016.77,26.44,80.07,94.04,79.74,4735.24,3.03,2.08,1.1351,24.7,8
2022-08-16,2023.4,25.29,80.57,94.19,83.1,4676.61,3.11,2.05,1.1154,14.84,8
2022-08-17,2020.72,26.15,80.69,94.23,81.13,4631.04,3.09,2.08,1.1274,19.41,8
2022-08-18,2016.61,26.31,80.36,93.82,82.68,4616.31,3.08,1.97,1.1176,20.93,8
2022-08-19,2015.2,25.74,80.39,95.18,84.99,4670.28,2.8,2.08,1.1292,15.96,8
2022-08-22,2015.88,26.36,80.63,93.22,82.41,4684.86,3.07,2.13,1.1043,18.35,8
2022-08-23,2017.52,26.15,80.32,93.58,80.99,4731.92,2.92,2.06,1.1035,21.64,8
2022-08-24,2017.63,26.93,81.15,96.37,83.26,4721.03,3.1,2.06,1.1161,15.16,8
2022-08-25,2019.67,26.88,80.88,93.32,81.44,4703.92,3.17,2.03,1.1111,24.68,8
2022-08-26,2016.61,26.03,80.91,93.06,81.72,4672.5,2.98,2.0,1.1148,12.46,8
2022-08-29,2022.2,26.23,80.0,94.73,79.87,4672.48,3.03,2.06,1.1178,25.76,8
2022-08-30,2022.93,26.27,80.45,92.48,84.95,4711.02,3.01,1.95,1.1272,22.01,8
2022-08-31,2027.53,26.18,80.35,93.95,82.5,4726.41,3.15,2.0,1.1159,17.64,8
2022-09-01,2029.68,26.46,80.01,95.85,83.8,4719.36,3.06,1.93,1.1118,16.39,9
2022-09-02,2032.22,26.12,80.71,92.89,81.52,4678.66,3.2,1.99,1.1165,15.97,9
2022-09-05,2035.14,26.0,80.27,92.54,84.62,4731.32,3.09,2.05,1.1123,17.46,9
2022-09-06,2037.71,26.74,80.88,92.92,82.36,4726.68,3.08,2.05,1.1107,17.81,9
2022-09-07,2040.92,26.78,80.02,94.84,83.74,4683.88,3.07,2.02,1.1039,23.02,9
2022-09-08,2046.36,26.28,81.43,95.02,85.9,4694.57,3.13,2.03,1.1207,25.87,9
2022-09-09,2048.19,26.98,80.13,93.7,85.84,4740.85,2.92,1.92,1.1143,18.8,9
2022-09-12,2051.7,26.42,80.7,94.66,84.33,4715.26,3.07,2.0,1.1297,14.62,9
2022-09-13,2052.67,26.79,81.0,95.22,80.94,4772.07,3.06,1.98,1.1055,15.82,9
2022-09-14,2058.56,27.09,80.33,95.53,90.55,4741.53,3.12,1.98,1.1146,17.27,9
2022-09-15,2057.71,26.74,81.05,93.9,88.14,4714.0,3.05,2.05,1.1381,13.88,9
2022-09-16,2064.8,27.02,80.02,92.26,86.17,4730.39,2.98,1.97,1.1106,13.28,9
2022-09-19,2066.03,26.65,81.37,93.44,83.28,4734.7,3.07,1.99,1.1176,26.39,9
2022-09-20,2062.83,26.74,80.67,93.75,84.62,4713.05,2.98,1.91,1.1078,19.21,9
2022-09-21,2064.65,26.76,80.37,93.88,83.8,4709.62,2.92,2.0,1.1065,14.67,9
2022-09-22,2063.89,26.53,80.53,93.94,87.46,4760.14,3.13,1.96,1.1355,21.27,9
2022-09-23,2068.03,26.81,81.1,94.98,85.49,4766.56,3.12,2.02,1.1217,13.29,9
2022-09-26,2067.41,26.26,80.41,95.1,83.41,4761.41,3.11,1.97,1.1213,13.62,9
2022-09-27,2067.48,26.68,80.34,93.94,84.05,4790.86,3.18,2.02,1.103,14.79,9
2022-09-28,2062.94,26.7,80.61,94.95,87.24,4731.25,3.02,2.01,1.1236,24.62,9
2022-09-29,2063.03,26.72,80.15,94.36,88.2,4799.83,2.96,2.1,1.1316,16.99,9
2022-09-30,2056.83,26.64,81.66,94.12,88.04,4724.67,3.07,2.04,1.1315,8.23,9
2022-10-03,2053.33,26.67,80.47,94.79,86.47,4723.42,3.05,1.92,1.1267,22.84,10
2022-10-04,2057.36,26.94,81.18,94.12,84.42,4703.1,3.01,1.95,1.1087,16.77,10
2022-10-05,2061.48,27.15,80.88,95.71,78.41,4744.63,3.07,2.01,1.1231,10.6,10
2022-10-06,2064.47,26.58,80.3,92.91,85.44,4744.99,3.03,1.96,1.1267,16.73,10
2022-10-07,2063.02,26.34,80.8,93.64,84.78,4777.98,2.94,1.86,1.1021,20.08,10
2022-10-10,2064.53,26.42,81.21,93.95,85.0,4771.62,3.05,2.08,1.1088,19.62,10
2022-10-11,2066.2,26.67,80.73,94.4,84.75,4730.61,2.99,2.04,1.1289,25.19,10
2022-10-12,2064.19,26.69,81.43,95.06,81.91,4756.72,3.1,2.03,1.1288,14.59,10
2022-10-13,2070.71,26.61,81.36,94.02,85.59,4759.46,3.03,1.98,1.1045,18.19,10
2022-10-14,2075.24,26.46,81.32,92.9,85.64,4719.42,3.18,2.03,1.128,15.2,10
2022-10-17,2076.27,26.81,80.64,94.71,85.63,4745.37,3.22,1.97,1.121,11.83,10
2022-10-18,2078.11,27.09,80.34,94.64,86.04,4753.78,3.14,2.02,1.1278,21.54,10
2022-10-19,2080.54,27.29,80.58,92.48,85.23,4822.01,2.97,1.96,1.1137,19.85,10
2022-10-20,2075.78,26.76,81.0,94.02,83.07,4786.84,3.21,2.08,1.1265,19.13,10
2022-10-21,2076.78,26.83,81.18,92.75,83.6,4803.07,3.22,1.93,1.1284,19.71,10
2022-10-24,2076.4,26.62,79.84,93.49,83.78,4740.34,3.09,2.07,1.1165,15.26,10
2022-10-25,2075.0,26.96,80.93,93.3,83.65,4823.23,3.2,2.0,1.1202,13.98,10
2022-10-26,2075.92,26.65,81.02,94.66,85.27,4828.53,3.05,1.98,1.1135,18.15,10
2022-10-27,2083.5,27.31,80.82,94.11,84.38,4731.65,2.95,2.01,1.1365,22.64,10
2022-10-28,2087.39,26.42,81.61,92.98,87.07,4772.54,3.04,2.04,1.1188,24.43,10
2022-10-31,2087.41,26.99,81.19,94.71,87.14,4810.67,3.24,2.07,1.1108,21.18,10
2022-11-01,2091.09,27.3,81.64,92.86,82.69,4817.23,2.98,2.02,1.1128,18.12,11
2022-11-02,2097.42,27.34,80.89,94.26,74.65,4779.65,3.1,1.96,1.1213,19.08,11
2022-11-03,2102.25,28.41,81.48,93.35,84.58,4792.94,3.1,2.0,1.1275,18.05,11
2022-11-04,2104.3,27.5,81.84,93.7,80.81,4786.28,3.06,2.09,1.1066,13.9,11
2022-11-07,2104.1,26.95,81.69,94.39,80.06,4809.61,3.07,2.07,1.1385,18.1,11
2022-11-08,2108.21,27.37,80.5,94.41,80.63,4844.32,3.11,2.04,1.1231,12.66,11
2022-11-09,2111.35,26.74,80.93,95.05,80.29,4787.37,3.06,2.04,1.1247,17.5,11
2022-11-10,2116.09,27.48,80.89,93.92,82.16,4842.62,2.99,2.03,1.119,24.54,11
2022-11-11,2120.01,27.23,81.32,94.22,77.55,4791.25,3.12,2.05,1.1202,21.29,11
2022-11-14,2125.25,27.99,81.43,93.63,78.25,4791.37,3.19,1.97,1.1185,14.31,11
2022-11-15,2125.42,27.41,80.68,94.12,80.83,4843.46,3.18,1.93,1.1302,17.71,11
2022-11-16,2131.52,27.66,81.14,94.32,81.11,4848.66,3.05,2.0,1.1199,14.66,11
2022-11-17,2134.03,27.49,80.11,93.89,80.86,4848.64,3.01,1.95,1.1277,17.75,11
2022-11-18,2142.55,28.55,81.85,92.52,77.72,4785.73,3.09,1.94,1.1157,22.16,11
2022-11-21,2142.22,27.72,80.89,94.23,77.04,4813.32,3.24,1.96,1.122,20.61,11
2022-11-22,2149.64,28.68,81.18,94.25,77.68,4854.09,3.17,2.12,1.112,27.94,11
2022-11-23,2152.14,28.3,81.01,93.41,78.86,4832.75,3.17,2.0,1.1322,22.77,11
2022-11-24,2151.92,28.17,81.75,92.92,81.04,4801.39,3.19,2.01,1.1117,18.82,11
2022-11-25,2152.23,28.13,79.77,95.13,73.65,4849.45,3.15,1.93,1.1168,20.71,11
2022-11-28,2153.05,28.15,81.19,94.34,76.98,4816.36,3.13,1.9,1.1169,17.19,11
2022-11-29,2156.26,27.26,81.16,93.76,74.43,4893.74,3.17,1.95,1.1165,13.49,11
2022-11-30,2159.76,27.97,80.99,93.03,73.45,4888.35,3.08,2.06,1.1272,23.22,11
2022-12-01,2159.76,28.41,82.09,93.28,78.35,4862.22,3.01,2.01,1.1168,22.04,12
2022-12-02,2161.5,28.08,80.8,94.98,77.16,4887.03,3.18,2.02,1.1339,17.04,12
2022-12-05,2170.16,27.65,81.64,94.04,76.62,4850.24,3.22,2.03,1.1118,19.1,12
2022-12-06,2177.49,28.29,81.44,93.49,77.2,4873.36,3.03,1.96,1.1217,22.96,12
2022-12-07,2180.67,29.03,81.91,94.33,74.04,4896.83,3.19,2.06,1.1122,21.39,12
2022-12-08,2182.57,28.87,80.95,93.27,73.77,4861.96,3.26,1.96,1.1242,12.15,12
2022-12-09,2184.72,28.38,80.93,95.12,78.64,4849.04,3.13,2.06,1.1198,18.97,12
2022-12-12,2188.44,28.83,81.86,95.0,73.4,4807.66,3.06,2.01,1.1184,17.33,12
2022-12-13,2186.9,28.28,81.53,93.54,74.99,4858.41,3.14,1.9,1.1319,22.45,12
2022-12-14,2187.8,27.76,80.56,93.41,73.15,4887.7,3.09,1.95,1.1135,22.12,12
2022-12-15,2184.17,28.02,81.07,91.81,69.05,4893.47,3.08,1.9,1.1259,23.27,12
2022-12-16,2187.15,29.06,81.55,92.72,68.27,4882.33,3.17,2.04,1.1123,13.53,12
2022-12-19,2190.9,28.37,81.78,92.83,70.81,4853.06,3.0,1.98,1.1211,14.86,12
2022-12-20,2191.01,28.39,81.03,94.01,73.69,4812.1,3.02,1.87,1.108,22.46,12
2022-12-21,2197.7,28.45,79.93,93.63,72.76,4858.64,3.14,2.0,1.1134,15.63,12
2022-12-22,2195.4,29.3,81.66,92.82,72.61,4866.47,3.13,1.96,1.1192,11.91,12
2022-12-23,2192.33,29.15,80.8,93.66,68.4,4868.31,3.16,1.91,1.1381,20.13,12
2022-12-26,2194.64,29.42,80.41,94.29,73.21,4898.36,3.29,2.06,1.121,15.81,12
2022-12-27,2199.56,28.53,80.01,94.31,67.64,4941.47,3.15,1.99,1.1365,25.16,12
2022-12-28,2206.5,28.8,81.85,92.36,69.58,4887.71,3.19,1.97,1.1222,19.18,12
2022-12-29,2206.57,28.08,81.52,93.77,68.73,4879.6,3.06,1.96,1.1161,18.64,12
2022-12-30,2211.53,29.34,81.35,92.77,67.99,4880.42,3.2,1.9,1.1354,16.52,12
2023-01-02,2212.9,28.3,82.17,94.59,70.6,4894.03,3.1,1.91,1.1244,24.36,1
2023-01-03,2213.82,28.87,81.8,94.5,66.1,4867.55,3.15,2.04,1.1136,19.43,1
2023-01-04,2218.09,28.4,82.3,93.15,64.39,4898.11,3.14,1.95,1.1247,16.37,1
2023-01-05,2221.61,28.65,80.81,93.25,66.71,4910.12,3.23,1.98,1.1171,14.82,1
2023-01-06,2217.97,28.5,81.5,93.49,65.46,4904.99,3.04,1.87,1.1001,17.71,1
2023-01-09,2224.07,28.67,80.72,92.05,72.59,4914.53,2.97,1.91,1.1294,14.09,1
2023-01-10,2229.85,28.77,81.42,94.12,66.77,4915.91,3.13,2.01,1.1309,22.12,1
2023-01-11,2229.18,28.76,81.43,93.63,64.18,4851.84,3.19,1.99,1.1384,10.77,1
2023-01-12,2231.75,29.35,81.87,94.62,62.47,4926.21,3.16,2.06,1.1242,17.44,1
2023-01-13,2234.62,28.61,81.59,92.97,60.4,4889.07,3.25,2.04,1.1175,20.44,1
2023-01-16,2236.71,29.17,81.89,93.35,61.69,4878.42,3.19,1.96,1.1283,19.37,1
2023-01-17,2236.18,29.56,81.95,92.63,63.56,4880.27,3.11,2.0,1.1285,15.13,1
2023-01-18,2235.24,28.85,82.68,93.03,65.76,4928.51,2.97,1.96,1.1364,20.64,1
2023-01-19,2236.34,28.79,81.46,92.89,64.74,4910.92,3.14,2.07,1.1196,14.46,1
2023-01-20,2241.25,29.04,81.16,94.63,62.54,4869.24,3.24,2.03,1.1183,17.91,1
2023-01-23,2244.12,29.65,81.76,93.27,61.02,4936.14,3.13,1.98,1.1128,20.61,1
2023-01-24,2244.04,29.25,81.25,93.92,61.79,4880.71,3.16,1.98,1.1254,19.85,1
2023-01-25,2247.59,29.01,82.4,93.52,59.8,4930.19,3.19,2.04,1.1045,15.3,1
2023-01-26,2239.52,29.31,81.53,92.8,63.87,4935.25,3.08,2.0,1.1278,22.79,1
2023-01-27,2244.22,28.73,81.4,93.68,59.65,4956.77,3.21,2.05,1.1259,18.35,1
2023-01-30,2239.65,29.39,81.46,94.29,59.45,4985.75,3.29,1.86,1.1259,20.97,1
2023-01-31,2239.46,29.28,82.06,92.84,54.79,4893.46,3.15,1.99,1.1214,24.12,1
2023-02-01,2236.82,28.96,81.64,94.45,58.43,4934.93,3.07,1.94,1.1353,22.47,2
2023-02-02,2233.59,28.7,81.41,93.12,60.1,4930.31,3.16,2.05,1.1287,22.48,2
2023-02-03,2238.19,28.74,82.57,93.41,55.89,4953.71,2.99,2.04,1.1139,18.77,2
2023-02-06,2237.55,29.3,81.32,94.22,56.14,4949.27,3.19,1.97,1.1141,21.18,2
2023-02-07,2239.49,29.6,81.78,93.26,58.84,4934.32,3.21,2.04,1.1112,18.85,2
2023-02-08,2240.14,28.87,82.1,93.82,53.91,4933.77,3.3,2.05,1.1255,13.16,2
